?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1636768026>
1	<http://linkedgeodata.org/triplify/node1636768031>
1	<http://linkedgeodata.org/triplify/node1897831529>
1	<http://linkedgeodata.org/triplify/node3095234563>
1	<http://linkedgeodata.org/triplify/node3095234564>
1	<http://linkedgeodata.org/triplify/node3095234568>
1	<http://linkedgeodata.org/triplify/node3095234569>
1	<http://linkedgeodata.org/triplify/node3578313012>
1	<http://linkedgeodata.org/triplify/node3578319812>
1	<http://linkedgeodata.org/triplify/node696277736>
1	<http://linkedgeodata.org/triplify/way104143940>
1	<http://linkedgeodata.org/triplify/way105765682>
1	<http://linkedgeodata.org/triplify/way105823572>
1	<http://linkedgeodata.org/triplify/way106956959>
1	<http://linkedgeodata.org/triplify/way108255794>
1	<http://linkedgeodata.org/triplify/way112468878>
1	<http://linkedgeodata.org/triplify/way114113813>
1	<http://linkedgeodata.org/triplify/way117043149>
1	<http://linkedgeodata.org/triplify/way117860515>
1	<http://linkedgeodata.org/triplify/way121922054>
1	<http://linkedgeodata.org/triplify/way122269432>
1	<http://linkedgeodata.org/triplify/way123873636>
1	<http://linkedgeodata.org/triplify/way124069039>
1	<http://linkedgeodata.org/triplify/way124952469>
1	<http://linkedgeodata.org/triplify/way126389560>
1	<http://linkedgeodata.org/triplify/way127393819>
1	<http://linkedgeodata.org/triplify/way127625276>
1	<http://linkedgeodata.org/triplify/way128158356>
1	<http://linkedgeodata.org/triplify/way128996872>
1	<http://linkedgeodata.org/triplify/way129447212>
1	<http://linkedgeodata.org/triplify/way129843795>
1	<http://linkedgeodata.org/triplify/way131591770>
1	<http://linkedgeodata.org/triplify/way131591773>
1	<http://linkedgeodata.org/triplify/way131592974>
1	<http://linkedgeodata.org/triplify/way131592975>
1	<http://linkedgeodata.org/triplify/way131592978>
1	<http://linkedgeodata.org/triplify/way131593115>
1	<http://linkedgeodata.org/triplify/way131615095>
1	<http://linkedgeodata.org/triplify/way134024565>
1	<http://linkedgeodata.org/triplify/way134024567>
1	<http://linkedgeodata.org/triplify/way134895804>
1	<http://linkedgeodata.org/triplify/way138542642>
1	<http://linkedgeodata.org/triplify/way138633842>
1	<http://linkedgeodata.org/triplify/way140979050>
1	<http://linkedgeodata.org/triplify/way141255350>
